t_s,des_x,des_y,des_z,act_x,act_y,act_z,err_x,err_y,err_z
1.196900534629821777e+01,2.324409475955712123e-01,-2.574744528854634729e-02,2.947162707357935396e-01,2.423094210690226180e-01,-2.762832753820379864e-02,2.943822409431900988e-01,-9.868473473451405686e-03,1.880882249657451349e-03,3.340297926034407894e-04
1.198913574218750000e+01,2.322558246817667260e-01,-2.555113021374482221e-02,2.947162707357935396e-01,2.420395956526744663e-01,-2.760734950698001677e-02,2.943803578086764405e-01,-9.783770970907740283e-03,2.056219293235194562e-03,3.359129271170990805e-04
1.200912666320800781e+01,2.320731460262688006e-01,-2.535117543817266839e-02,2.947162707357935396e-01,2.414652549999312947e-01,-2.756269642607533238e-02,2.943763494364465827e-01,-9.392108973662494087e-03,2.211520987902663993e-03,3.399212993469569177e-04
1.202929973602294922e+01,2.318927361125898146e-01,-2.514744176356172034e-02,2.947162707357935396e-01,2.414652549999312947e-01,-2.756269642607533238e-02,2.943763494364465827e-01,-9.572518887341480154e-03,2.415254662513612038e-03,3.399212993469569177e-04
1.204911947250366211e+01,2.317140716023142755e-01,-2.493935474398610228e-02,2.947162707357935396e-01,2.414652549999312947e-01,-2.756269642607533238e-02,2.943763494364465827e-01,-9.751183397617019244e-03,2.623341682089230104e-03,3.399212993469569177e-04
1.206972670555114746e+01,2.315343426564811791e-01,-2.472347544497842733e-02,2.947162707357935396e-01,2.414652549999312947e-01,-2.756269642607533238e-02,2.943763494364465827e-01,-9.930912343450115642e-03,2.839220981096905044e-03,3.399212993469569177e-04
1.208918499946594238e+01,2.313634031656330581e-01,-2.451185931986001737e-02,2.947162707357935396e-01,2.408852891413806319e-01,-2.755122395644941241e-02,2.943625260604919025e-01,-9.521885975747573783e-03,3.039364636589395041e-03,3.537446753016371126e-04
1.210920262336730957e+01,2.311907306114178162e-01,-2.429166363501450085e-02,2.947162707357935396e-01,2.397399266348391456e-01,-2.752856721489603531e-02,2.943352265629457509e-01,-8.549196023421329338e-03,3.236903579881534460e-03,3.810441728477886869e-04
1.212915301322937012e+01,2.310211822040853513e-01,-2.406895191205302154e-02,2.947162707357935396e-01,2.397399266348391456e-01,-2.752856721489603531e-02,2.943352265629457509e-01,-8.718744430753794239e-03,3.459615302843013773e-03,3.810441728477886869e-04
1.214915609359741211e+01,2.308529470234645109e-01,-2.384138377967079392e-02,2.947162707357935396e-01,2.397399266348391456e-01,-2.752856721489603531e-02,2.943352265629457509e-01,-8.886979611374634658e-03,3.687183435225241390e-03,3.810441728477886869e-04
